"","genes","logFC","logCPM","F","PValue","FDR"
"ENSG00000177666.17","ENSG00000177666.17",-0.151819248760396,5.53505342320568,2.46576346077732,0.117094829431988,0.15153819931883
"ENSG00000177119.16","ENSG00000177119.16",-0.149232432854664,5.22749705474936,2.46533325095449,0.117126692090495,0.151559003109415
"ENSG00000100744.15","ENSG00000100744.15",0.18030730803327,3.7582986088371,2.46209028063382,0.117367185969222,0.1518497284777
"ENSG00000137100.16","ENSG00000137100.16",0.13077804092032,4.79935160426821,2.45972302790626,0.117543083622574,0.152056812124608
"ENSG00000109046.15","ENSG00000109046.15",0.190169833541534,3.84418123877638,2.45380590382086,0.117984032874428,0.152606671462478
"ENSG00000120451.11","ENSG00000120451.11",-0.150385983081412,3.25063090777572,2.45165474066654,0.118144793930943,0.152794021519204
"ENSG00000146112.12","ENSG00000146112.12",-0.21785991712368,4.69343935226686,2.44966452658077,0.118293743348571,0.152966047433497
"ENSG00000170145.5","ENSG00000170145.5",-0.179126577144761,4.87116884652247,2.4488859337476,0.118352070623211,0.153020858987586
"ENSG00000112079.9","ENSG00000112079.9",0.136519984941712,4.84414562883013,2.44857455796616,0.118375405868541,0.153030419652302
"ENSG00000150938.10","ENSG00000150938.10",0.334539102300776,4.21646038538452,2.44397586635262,0.118720637963016,0.153456055533183
"ENSG00000076984.18","ENSG00000076984.18",0.128685104318972,4.15880763315267,3.92009604375702,0.118953398900913,0.153721268150577
"ENSG00000174231.17","ENSG00000174231.17",-0.117665026792839,5.20813623209785,2.44082473933095,0.118957843863608,0.153721268150577
"ENSG00000138308.6","ENSG00000138308.6",-0.240506255478283,6.28500682908579,2.4400486311262,0.119016347298105,0.153776168783554
"ENSG00000278845.5","ENSG00000278845.5",0.126568632630979,5.93234763076494,2.43954823798813,0.119054084122912,0.153804226561694
"ENSG00000130703.17","ENSG00000130703.17",0.131723424385129,3.15936389094825,5.22005446279074,0.119073423233561,0.153808512250025
"ENSG00000132603.15","ENSG00000132603.15",-0.124869690335399,3.51092867894103,2.43870029649528,0.119118061409074,0.153845471482189
"ENSG00000067334.14","ENSG00000067334.14",0.117327194800597,4.06558727732322,3.12980253117062,0.11936435480869,0.154142831068526
"ENSG00000181991.16","ENSG00000181991.16",0.174901338539869,3.23288674204494,6.85655285303189,0.119531972073194,0.154338524801973
"ENSG00000204568.12","ENSG00000204568.12",0.146589123400025,7.26961469738376,2.43129198216325,0.119678645955603,0.154507127645749
"ENSG00000179862.7","ENSG00000179862.7",0.306415291062205,6.15128639909715,2.42748492139009,0.119967863996292,0.154859687288477
"ENSG00000163069.13","ENSG00000163069.13",-0.285460260601931,3.48882941045413,2.42593818380675,0.120085589572299,0.154990812032008
"ENSG00000158874.11","ENSG00000158874.11",0.373873710349655,14.9652822982658,2.42534953773945,0.120130426417223,0.155027838903796
"ENSG00000025800.14","ENSG00000025800.14",-0.148937253581863,3.94476932943894,3.49691096151649,0.120277363576702,0.155196598163486
"ENSG00000137513.10","ENSG00000137513.10",-0.133861942737825,4.03688138828282,2.42123011882782,0.120444721248951,0.155391657571554
"ENSG00000198301.12","ENSG00000198301.12",0.11265435776801,4.44858318483255,2.42068265891302,0.120486558933639,0.155424746810392
"ENSG00000253196.1","ENSG00000253196.1",0.440056826897516,4.5190649155397,2.41884528217994,0.120627092029184,0.15558512474542
"ENSG00000144674.16","ENSG00000144674.16",-0.147174591457354,4.41473644521535,2.41852006658049,0.120651985348617,0.155596327155659
"ENSG00000213625.9","ENSG00000213625.9",-0.125119784166382,5.46764216698804,2.41800256817514,0.120691608543097,0.155626520082435
"ENSG00000138279.16","ENSG00000138279.16",-0.0946477917736403,6.67841137881017,2.41445370960933,0.120963723224446,0.155956452183008
"ENSG00000204256.14","ENSG00000204256.14",0.11793408068232,5.54669633296607,2.41312386161082,0.121065867128819,0.156067184696745
"ENSG00000139266.6","ENSG00000139266.6",0.238657709074496,2.94312810117423,2.41279612866918,0.12109105459472,0.156078695503399
"ENSG00000168724.17","ENSG00000168724.17",0.0982400610387746,3.81797741922823,2.54057260158083,0.121131789531835,0.156110240234343
"ENSG00000133943.21","ENSG00000133943.21",-0.174102041696598,3.61677318667088,2.4108380350022,0.121241662622023,0.156230867271332
"ENSG00000165282.14","ENSG00000165282.14",0.123261847275048,3.8506952243823,2.41030036769146,0.12128305407902,0.15626322898384
"ENSG00000085552.17","ENSG00000085552.17",-0.413063493653624,3.23969797161542,2.40603582883345,0.121611909816963,0.156665906366458
"ENSG00000155962.13","ENSG00000155962.13",-0.265527687460617,3.06364620858399,2.40409963905517,0.121761544367265,0.156837625912485
"ENSG00000142867.14","ENSG00000142867.14",-0.199268255500779,3.08878108678634,6.15669003787651,0.122203074001888,0.157385230804685
"ENSG00000166289.6","ENSG00000166289.6",0.266980815837982,4.42980439284631,2.39721556769643,0.12229522671501,0.157482786916713
"ENSG00000254473.1","ENSG00000254473.1",-0.186372175859186,3.03651552274453,2.39660231412669,0.122342894805273,0.15752304052181
"ENSG00000136718.10","ENSG00000136718.10",0.112959326560849,5.58989128167576,2.39428586314338,0.12252313872974,0.157733958938649
"ENSG00000188643.11","ENSG00000188643.11",0.22960765772204,7.66001867196328,2.39202079713874,0.122699670122018,0.157937034715011
"ENSG00000167191.12","ENSG00000167191.12",0.336064250504902,3.11905598183154,2.39183983845709,0.122713785618673,0.157937034715011
"ENSG00000106624.11","ENSG00000106624.11",0.47544851960337,5.75005670718832,2.38393612636077,0.123332073500196,0.158711515496231
"ENSG00000256340.8","ENSG00000256340.8",-0.217496665679375,4.07603332620518,2.38228350632266,0.123461791770923,0.158857150650163
"ENSG00000049449.10","ENSG00000049449.10",0.267378364068524,4.87727138776677,2.38189452011145,0.123492346349496,0.15887517085971
"ENSG00000188042.8","ENSG00000188042.8",-0.290424462377565,4.14004254645296,2.37985912542309,0.123652362446702,0.159059718543258
"ENSG00000023839.12","ENSG00000023839.12",-0.252067451426253,5.89280349146972,2.36914254585411,0.124498682798917,0.160126923214041
"ENSG00000177352.10","ENSG00000177352.10",0.109233378783409,4.54026299175412,2.36782227621363,0.124603394156634,0.160240131802236
"ENSG00000131941.8","ENSG00000131941.8",-0.170997790761529,4.33322856440235,2.36297955940223,0.124988313876732,0.160713610128131
"ENSG00000186480.13","ENSG00000186480.13",-0.330572697503994,8.72931670795857,2.35833402702809,0.125358806362424,0.161168413161814
"ENSG00000187325.5","ENSG00000187325.5",0.157900356162838,4.17350553356601,2.35693782734566,0.125470395823355,0.161290278508865
"ENSG00000254682.1","ENSG00000254682.1",-0.257127531980138,3.82902124702984,2.3539424288867,0.125710173063659,0.161576872594876
"ENSG00000103266.11","ENSG00000103266.11",0.12772203642288,4.67152038331479,2.35265100493001,0.125813707248195,0.161688298471576
"ENSG00000118855.21","ENSG00000118855.21",-0.109040768025372,4.88058439239807,2.35011228160179,0.126017515458186,0.161928543487964
"ENSG00000135631.17","ENSG00000135631.17",0.210431459038243,3.13553267580411,2.34710185493255,0.126259669293124,0.162217990526498
"ENSG00000144029.12","ENSG00000144029.12",0.112740834003,4.47319458520993,2.34591360035455,0.126355393401295,0.162319252863968
"ENSG00000138755.6","ENSG00000138755.6",0.479714908988352,5.15139641253275,2.34440920650071,0.126476701402884,0.162453349406969
"ENSG00000172071.14","ENSG00000172071.14",-0.183132415959976,3.01659173206881,4.75522929785594,0.12654647737937,0.16252122847384
"ENSG00000176396.11","ENSG00000176396.11",0.124287259941007,4.33171332358525,2.34273899779191,0.126611532250835,0.162583026967365
"ENSG00000135932.11","ENSG00000135932.11",-0.104710276555626,4.80484520447495,2.98552889095766,0.127111733289132,0.163203509372164
"ENSG00000060688.13","ENSG00000060688.13",0.120021037281482,3.85995095386479,2.33054335901442,0.127600925036587,0.163809692478101
"ENSG00000104687.14","ENSG00000104687.14",0.187853120817709,5.94874483053319,2.3276690337948,0.127835364670619,0.164088715180899
"ENSG00000143418.20","ENSG00000143418.20",0.228742986969986,7.28304663862745,2.32371187865229,0.128158910937769,0.164474028433179
"ENSG00000106803.10","ENSG00000106803.10",0.1407837746327,8.13981839657701,2.32357873217818,0.128169813198814,0.164474028433179
"ENSG00000211943.2","ENSG00000211943.2",-0.57910288824809,4.85020072347476,2.32015112529574,0.128450828450065,0.164812610681719
"ENSG00000185338.6","ENSG00000185338.6",-0.332302082349733,3.2888122967835,2.31924784440286,0.12852499925108,0.164885740052167
"ENSG00000136152.15","ENSG00000136152.15",-0.159889980428355,4.13018331689542,2.31886483522919,0.128556463600315,0.164904068755081
"ENSG00000211772.11","ENSG00000211772.11",0.381115305209615,5.28670017920293,2.31604299887251,0.128788544005033,0.165179695717878
"ENSG00000178821.13","ENSG00000178821.13",-0.299796254455365,3.18592976988753,2.31499000552941,0.128875266791066,0.165268843333454
"ENSG00000129071.10","ENSG00000129071.10",-0.109889685939941,4.63987341714745,2.31042082777406,0.129252333500634,0.165730252652075
"ENSG00000115392.12","ENSG00000115392.12",0.123451930747319,3.3277526977239,2.30991877617917,0.129293839930827,0.165761333244649
"ENSG00000073803.14","ENSG00000073803.14",0.165686837477638,3.32894108273841,2.30554261831464,0.129656264499615,0.166203784109534
"ENSG00000164758.7","ENSG00000164758.7",0.157172283386935,4.18047931777694,2.30044512438124,0.130079861683922,0.166724522318512
"ENSG00000169604.20","ENSG00000169604.20",0.355931200411589,2.95504580929887,2.30018672736581,0.130101375425198,0.166729836347871
"ENSG00000197724.11","ENSG00000197724.11",-0.148245497755852,3.59037652267476,2.29783036954374,0.130297745917885,0.166959204593126
"ENSG00000152332.16","ENSG00000152332.16",0.134624797610565,5.19099392423387,2.29487240129426,0.130544722000663,0.167253347284981
"ENSG00000066455.13","ENSG00000066455.13",-0.106508424984246,5.47908916279408,2.29317534328137,0.130686654582131,0.167395062641666
"ENSG00000177943.14","ENSG00000177943.14",-0.410574559774571,4.16212301504339,2.29313288514088,0.130690207760343,0.167395062641666
"ENSG00000010704.18","ENSG00000010704.18",0.181731651740881,3.65246539102352,2.29150987330522,0.130826113214113,0.167546783198438
"ENSG00000072501.19","ENSG00000072501.19",0.154792220841974,4.24168061128696,2.29121091445033,0.130851164249912,0.167556512845026
"ENSG00000111596.14","ENSG00000111596.14",0.113950723418471,3.14559516038401,3.63900426807616,0.130960277155349,0.167664079857318
"ENSG00000272391.6","ENSG00000272391.6",0.132862948242407,3.25404315247158,3.29932764493897,0.130981952835812,0.167664079857318
"ENSG00000241973.11","ENSG00000241973.11",0.143363150451192,3.91379233414707,2.2895842632131,0.13098756238853,0.167664079857318
"ENSG00000164144.16","ENSG00000164144.16",-0.117678547923797,3.8308753064902,2.42321183381082,0.131028386595871,0.167693975645962
"ENSG00000102309.15","ENSG00000102309.15",0.153910953354697,3.97331897218957,2.28606207870169,0.131283450666844,0.167998017382258
"ENSG00000166398.14","ENSG00000166398.14",0.149280589322309,3.13202971480646,2.28533724508574,0.131344434571062,0.168053654789043
"ENSG00000108256.9","ENSG00000108256.9",-0.127563991472667,4.16267141881687,3.08583952449965,0.132018262878049,0.168893300057206
"ENSG00000004897.12","ENSG00000004897.12",0.0989589811585454,4.07732945058538,2.27576244938685,0.132152994349745,0.169043137342779
"ENSG00000240291.1","ENSG00000240291.1",0.289622642593656,2.93594943144968,2.27411263899061,0.132292877617029,0.169199523730812
"ENSG00000175505.11","ENSG00000175505.11",-0.273930639955616,2.9924301260819,2.26684673076882,0.132910912880915,0.169967332310748
"ENSG00000253755.1","ENSG00000253755.1",0.68978476402277,6.52459972709947,2.2661561652526,0.132969820268586,0.170020015260846
"ENSG00000172301.11","ENSG00000172301.11",0.14452231770915,6.49868547286153,2.26540572087718,0.133033868688007,0.170079256812473
"ENSG00000270175.1","ENSG00000270175.1",0.246683376728194,3.08541438303166,2.26363376212825,0.13318523788473,0.170250104353316
"ENSG00000198951.12","ENSG00000198951.12",-0.156055804169561,5.46598983015476,2.25907008811824,0.133575978485205,0.17072685307655
"ENSG00000232472.1","ENSG00000232472.1",0.23565680128878,2.97841925977954,2.25797467108117,0.133669958972587,0.170824228718961
"ENSG00000108733.11","ENSG00000108733.11",-0.146541946333276,3.27980981417952,2.25772050224906,0.133691775793604,0.170829368776601
"ENSG00000100201.23","ENSG00000100201.23",0.114156823636938,6.14259406295758,2.24775105203618,0.134550671507407,0.171903972114866
"ENSG00000131067.17","ENSG00000131067.17",0.156765482773331,4.04032010381017,2.24448247490843,0.134833614560064,0.172242541553774
"ENSG00000228695.10","ENSG00000228695.10",0.437523072019066,3.59260593142888,2.24331883417364,0.134934505758573,0.172348490591045
"ENSG00000105341.19","ENSG00000105341.19",0.0970040163326328,4.45909540721363,2.2386526760723,0.135339927871004,0.17284332946144
"ENSG00000165983.14","ENSG00000165983.14",-0.178561213000886,3.52124484398637,2.23293861453065,0.135838261582473,0.173456678796454
"ENSG00000157045.9","ENSG00000157045.9",0.176912904204433,3.7079509555356,2.23258004796752,0.135869601460083,0.173473623356403
"ENSG00000100014.20","ENSG00000100014.20",0.167468485315743,3.73832239713197,4.05188055922589,0.13647854445675,0.174227929093723
"ENSG00000171823.7","ENSG00000171823.7",-0.194331135417325,2.89882764390914,2.67892737403823,0.136984010159586,0.174849953135491
"ENSG00000100815.12","ENSG00000100815.12",-0.160117458976799,3.12629116518595,3.54154481173423,0.137130129142985,0.17501319326943
"ENSG00000198858.10","ENSG00000198858.10",0.128133538032484,5.55179672105747,2.21290056485792,0.137602174408108,0.175592300188467
"ENSG00000234076.1","ENSG00000234076.1",-0.360199128083774,3.6088106311482,2.210912733558,0.137778558653219,0.175794014230582
"ENSG00000184924.5","ENSG00000184924.5",0.187138997484575,3.69931340635508,2.20957176579036,0.137897689008071,0.175922633153154
"ENSG00000215845.11","ENSG00000215845.11",0.21214772314404,5.97809481238456,2.20878791405674,0.137967379327504,0.175988153274521
"ENSG00000076770.14","ENSG00000076770.14",0.29929959442285,5.25042669009584,2.20784049260053,0.138051665104174,0.176072271157177
"ENSG00000164091.12","ENSG00000164091.12",-0.0982216324817096,4.86443856132424,2.20640061513753,0.138179872327776,0.17621237703861
"ENSG00000146425.11","ENSG00000146425.11",0.141243687384994,5.19941216323213,2.20465009232339,0.138335919953004,0.176387944155776
"ENSG00000163320.12","ENSG00000163320.12",-0.103179788133263,4.50943169883943,2.98054724665055,0.138606311351756,0.176709241563991
"ENSG00000005436.14","ENSG00000005436.14",-0.135802256375255,3.13937000988144,3.20190897796392,0.138718021939869,0.176828178279477
"ENSG00000104142.11","ENSG00000104142.11",0.120485245817211,4.51898074327833,2.19971117446919,0.138777261938339,0.176880206400432
"ENSG00000227063.5","ENSG00000227063.5",-0.196115703808433,8.50469342751945,2.1993156526419,0.138812674254653,0.176901854884464
"ENSG00000145743.17","ENSG00000145743.17",-0.142656925285901,3.13515105814155,2.91339128514494,0.138880871548801,0.176965273011481
"ENSG00000000419.13","ENSG00000000419.13",0.0971474554878441,5.92436155520291,2.19435863779784,0.139257354942992,0.177421447571695
"ENSG00000116133.13","ENSG00000116133.13",-0.153007864498361,9.12747973549724,2.19334827979357,0.139348188072747,0.177513615379295
"ENSG00000084207.18","ENSG00000084207.18",0.388432955487624,6.04554566696696,2.19204074391755,0.139465837093361,0.177639914567636
"ENSG00000155975.10","ENSG00000155975.10",-0.161318230116897,3.31866040036599,2.18988422835422,0.139660119727375,0.177863776782011
"ENSG00000272047.3","ENSG00000272047.3",0.149238119259716,3.75498006266723,2.18591606313791,0.140018412551411,0.17829642664724
"ENSG00000166783.22","ENSG00000166783.22",-0.125426739747151,3.46245785536457,3.1508658456751,0.14017483332721,0.178471936331726
"ENSG00000104343.21","ENSG00000104343.21",-0.131705635563216,3.12368621427739,3.0428677655258,0.140480111096304,0.178836900480641
"ENSG00000180398.13","ENSG00000180398.13",-0.131987541636096,6.05970375519389,2.17820078422519,0.140718006521934,0.179115998755047
"ENSG00000121966.7","ENSG00000121966.7",-0.254243872553894,5.17170958630449,2.17783828572965,0.14075097332749,0.179134209723439
"ENSG00000114904.13","ENSG00000114904.13",0.184759341320985,3.00896026295807,2.17727900083137,0.140801853609995,0.179170000126601
"ENSG00000170482.17","ENSG00000170482.17",-0.223184779482038,4.54340206998317,2.17711890478057,0.140816421974501,0.179170000126601
"ENSG00000168246.6","ENSG00000168246.6",0.106045536495604,4.17433824927013,2.17131724898275,0.141345507089471,0.179819357018145
"ENSG00000234160.1","ENSG00000234160.1",0.223828400664287,3.68550908473685,2.16999353164708,0.141466537940962,0.179949485124319
"ENSG00000233476.3","ENSG00000233476.3",-0.194210081936892,3.64580309508796,2.16940054272632,0.14152079432192,0.179994650965875
"ENSG00000139263.12","ENSG00000139263.12",0.23349499134234,3.11421766347605,2.16516926355979,0.141908623095517,0.180464006056029
"ENSG00000198783.6","ENSG00000198783.6",-0.112689243428345,3.80954114394367,2.16286426363653,0.142120398022969,0.180709380267616
"ENSG00000105373.19","ENSG00000105373.19",0.164670691810922,6.91583056561615,2.15943741930205,0.142435903194741,0.181086567430739
"ENSG00000177663.14","ENSG00000177663.14",-0.154729527320173,3.10359021149794,4.44228594612918,0.142553202760488,0.181211698424349
"ENSG00000175348.11","ENSG00000175348.11",0.100211799176332,5.10965002408904,2.15673099355617,0.142685638890586,0.181356035131686
"ENSG00000068308.14","ENSG00000068308.14",-0.0781068628644655,5.43568226373742,2.15509660599569,0.142836691426082,0.181523992280962
"ENSG00000164825.4","ENSG00000164825.4",0.535055939566778,9.47752616105147,2.15344034955781,0.142989949246935,0.181694707183398
"ENSG00000189180.16","ENSG00000189180.16",0.116358255073065,3.60328761606246,2.8399562726154,0.143094334028129,0.18180328304262
"ENSG00000211669.3","ENSG00000211669.3",0.682308212827437,4.75896497336121,2.14613731958115,0.143667935474771,0.182507897387561
"ENSG00000119878.6","ENSG00000119878.6",0.146372020308518,3.18157138421407,4.92318389773311,0.14369702306579,0.182520696140723
"ENSG00000149743.14","ENSG00000149743.14",0.146687551534515,4.70635602221768,2.14222484210853,0.1440326481089,0.182922796910364
"ENSG00000137076.21","ENSG00000137076.21",0.124305837751013,5.9414442733128,2.14072524556884,0.144172714356396,0.183076462674788
"ENSG00000090263.16","ENSG00000090263.16",0.126094641667135,4.42383545120149,2.13866163741626,0.144365712393159,0.183297293873076
"ENSG00000117505.13","ENSG00000117505.13",0.115175117450457,3.40441374087738,2.12962170408499,0.145214615831096,0.184350742128871
"ENSG00000143889.16","ENSG00000143889.16",0.111370696567408,3.25656581656604,3.65156698893365,0.145246139331937,0.184366380746607
"ENSG00000085719.13","ENSG00000085719.13",0.131871092976238,5.11186093423532,2.12874982687914,0.145296788160162,0.184406288516335
"ENSG00000255062.1","ENSG00000255062.1",-0.139143347003631,3.0187922046614,2.12754946761655,0.145410005154309,0.184525584862044
"ENSG00000109084.14","ENSG00000109084.14",0.214792141261091,6.5661801463875,2.12204846006728,0.145930133815067,0.185161153135692
"ENSG00000184897.6","ENSG00000184897.6",0.157621194112895,6.54077102131249,2.12156767603445,0.145975692571333,0.185194482448103
"ENSG00000124596.17","ENSG00000124596.17",0.123947484101349,3.79166853577259,2.12022121713164,0.146103367709066,0.185331967495644
"ENSG00000116406.19","ENSG00000116406.19",0.168779455942771,4.46953977322846,2.11964174488374,0.146158353823235,0.185377222447226
"ENSG00000256863.1","ENSG00000256863.1",-0.32063313416552,2.76915122222436,2.11928928529849,0.146191810158237,0.185395162155756
"ENSG00000137331.12","ENSG00000137331.12",-0.313127835358072,4.81568204002142,2.11491454921517,0.146607792908234,0.185898139204734
"ENSG00000164050.13","ENSG00000164050.13",0.153472325390963,5.15689437824838,2.1139791924749,0.146696907342186,0.185986570322898
"ENSG00000110711.10","ENSG00000110711.10",0.123047947689117,6.3213554790867,2.11350085099428,0.146742504156605,0.186019812478992
"ENSG00000067900.8","ENSG00000067900.8",-0.161814529727153,3.24255197311836,3.09737059878565,0.146777137007632,0.186039149098662
"ENSG00000211950.2","ENSG00000211950.2",0.673210787039067,4.57494886398229,2.11222667824911,0.146864040063272,0.186124724040583
"ENSG00000182022.18","ENSG00000182022.18",0.204163197998077,3.86116316032623,2.11048501860173,0.147030351156387,0.186310899036605
"ENSG00000011009.11","ENSG00000011009.11",0.118851614302123,6.69703640006754,2.10875967666,0.147195314295932,0.18649531704381
"ENSG00000012963.15","ENSG00000012963.15",0.100811515629909,4.18224885934951,2.10777888445872,0.147289183056692,0.186589622241256
"ENSG00000125611.15","ENSG00000125611.15",0.156611082951726,4.08194184412948,2.10753180449542,0.147312841044857,0.186594969525086
"ENSG00000136603.14","ENSG00000136603.14",-0.162918905605839,3.57589850115945,2.10666367552079,0.147395998801858,0.186675671305784
"ENSG00000100030.15","ENSG00000100030.15",0.114207249095828,5.27407940162918,2.1038005092742,0.147670637410747,0.186998828537551
"ENSG00000158480.11","ENSG00000158480.11",0.103801927583305,3.43109728923117,2.17760183698293,0.147692518545407,0.187001869959893
"ENSG00000185236.12","ENSG00000185236.12",-0.106836500505658,6.81339132317539,2.10087153634181,0.147952188078882,0.187305948247035
"ENSG00000004142.12","ENSG00000004142.12",-0.0959608666210122,7.78763372152597,2.09894497847074,0.148137712008655,0.187498004356589
"ENSG00000084090.13","ENSG00000084090.13",0.081784272741859,6.26920419213844,2.09889057813545,0.148142954483826,0.187498004356589
"ENSG00000120727.13","ENSG00000120727.13",0.0945091971337448,4.77274704311921,2.38827605608201,0.148327059239592,0.187706270590572
"ENSG00000141076.18","ENSG00000141076.18",0.120441422521275,3.7647259761203,2.09314231749287,0.148698091797645,0.188151005833319
"ENSG00000276045.3","ENSG00000276045.3",0.138166491999257,4.83882912006155,2.09247074318725,0.148763102624982,0.188208458776993
"ENSG00000276775.1","ENSG00000276775.1",0.664318496288845,4.2496296971296,2.09224409781643,0.148785049988014,0.18821142177954
"ENSG00000196236.13","ENSG00000196236.13",-0.127859437222141,3.06405221293579,2.86817607332072,0.148977796794139,0.188430414917488
"ENSG00000244062.1","ENSG00000244062.1",-0.411563332666567,2.56147740552115,2.08948592400696,0.149052433977506,0.188499982371764
"ENSG00000119801.13","ENSG00000119801.13",0.0926716444477105,5.80669642172321,2.08880437077169,0.149118589281345,0.188558132789078
"ENSG00000160785.13","ENSG00000160785.13",0.133394580730781,4.76514478102059,2.0886075688276,0.149137698152861,0.188558132789078
"ENSG00000152939.17","ENSG00000152939.17",0.159333452918215,4.30802144326496,2.08715093199312,0.149279219513855,0.188712207971162
"ENSG00000257267.3","ENSG00000257267.3",0.152215637847464,3.11130829418939,5.04637953567807,0.149647216550576,0.189150745133673
"ENSG00000226251.6","ENSG00000226251.6",0.424832475790901,3.30692447122012,2.08318274097228,0.149665527087019,0.189150745133673
"ENSG00000142892.15","ENSG00000142892.15",-0.141518740605502,3.73166896506104,2.77934026019984,0.15042398036535,0.190084271621346
"ENSG00000112282.18","ENSG00000112282.18",0.146864624298821,2.82558610491132,2.07428300025795,0.15053605642525,0.190200860974257
"ENSG00000275234.1","ENSG00000275234.1",0.218630887228025,5.43440674739611,2.07269935536616,0.150691562206881,0.190372285456779
"ENSG00000103855.18","ENSG00000103855.18",-0.141488589446778,4.9717724066632,2.07207696707625,0.150752727432768,0.190424497809813
"ENSG00000134644.16","ENSG00000134644.16",-0.116666047006102,4.46397154003021,2.82644013863057,0.150809611933744,0.190471289904479
"ENSG00000143416.21","ENSG00000143416.21",-0.23946696172442,7.65191496747427,2.0673432461512,0.15121885732333,0.190963040029462
"ENSG00000009950.16","ENSG00000009950.16",0.216523058116418,7.40650405454999,2.06565723870491,0.151385273621009,0.191148050343508
"ENSG00000272864.1","ENSG00000272864.1",-0.221965721683766,2.86738286342727,2.06090078129819,0.151855878805857,0.1917170484661
"ENSG00000102081.15","ENSG00000102081.15",0.149690777625397,4.17980635276183,2.0595748729187,0.151987360534141,0.191857812114103
"ENSG00000168487.20","ENSG00000168487.20",-0.171180652729625,3.90680145186939,2.05908308134417,0.152036161187047,0.191875708016213
"ENSG00000171861.11","ENSG00000171861.11",-0.173840689693852,4.39363522391828,2.05902917364221,0.15204151154993,0.191875708016213
"ENSG00000100412.17","ENSG00000100412.17",0.174030620679339,4.20111918954406,2.05326692262947,0.152614652996644,0.19257369463299
"ENSG00000196507.11","ENSG00000196507.11",0.2595422610016,3.09258793276816,2.05304360099322,0.152636915018671,0.192576473147489
"ENSG00000128965.13","ENSG00000128965.13",0.438343733943191,3.75187011107997,2.04726101905098,0.15321464421946,0.193279971682893
"ENSG00000110628.16","ENSG00000110628.16",0.270371596062661,5.84399487908804,2.04470278534448,0.153471026469437,0.193577960071816
"ENSG00000103316.12","ENSG00000103316.12",0.28315284921396,3.5362459795459,2.0423420277245,0.153708050885367,0.193851456713022
"ENSG00000107949.17","ENSG00000107949.17",0.0900054140159766,4.64122303758877,2.03803749155317,0.154141306835422,0.194369767212697
"ENSG00000154269.15","ENSG00000154269.15",0.443454237935798,2.55446272430394,2.03785682344725,0.154159521620571,0.194369767212697
"ENSG00000166971.17","ENSG00000166971.17",-0.152055730211422,3.3934123936253,2.03671973835084,0.154274217676995,0.194488836467387
"ENSG00000107625.13","ENSG00000107625.13",0.0962010214522678,4.52454567282406,2.03613579261078,0.154333157136005,0.194537593028578
"ENSG00000256612.7","ENSG00000256612.7",-0.519426252628543,5.90260414610228,2.03484555507774,0.154463475697745,0.194676298634417
"ENSG00000174804.4","ENSG00000174804.4",-0.18152458170651,3.84800467689049,2.03299253696148,0.154650856230313,0.194886875795616
"ENSG00000180190.12","ENSG00000180190.12",-0.244884134229988,3.29728934419662,2.03265621165014,0.154684893784671,0.194904184319837
"ENSG00000143252.16","ENSG00000143252.16",0.117488288523332,7.13385905276657,2.02903339319512,0.155052079610667,0.195334106724405
"ENSG00000178695.6","ENSG00000178695.6",-0.242013594763497,3.585622456093,2.02888841301042,0.15506679451528,0.195334106724405
"ENSG00000277972.2","ENSG00000277972.2",-0.158187581442454,6.44995693889421,2.02469922799151,0.155492667466322,0.195844871120007
"ENSG00000181915.5","ENSG00000181915.5",-0.158111489410524,3.34399023304418,5.04384538806329,0.1558175295307,0.196228293781283
"ENSG00000145217.14","ENSG00000145217.14",-0.208242175232511,3.86640782373503,2.02112421929561,0.155857156817383,0.196252453495131
"ENSG00000177613.9","ENSG00000177613.9",-0.116610228401718,4.16385940288962,2.30807543902577,0.156281139290257,0.196760516352324
"ENSG00000091164.13","ENSG00000091164.13",0.105876848369363,4.15699275399475,2.35176905532985,0.15642531941201,0.196916216411657
"ENSG00000198900.6","ENSG00000198900.6",-0.0962785385990379,5.27886775634598,2.00846093446334,0.157156093797914,0.197810213774745
"ENSG00000144746.7","ENSG00000144746.7",-0.121022415646032,5.96497492539125,2.00480441627876,0.157533454411303,0.198259198000591
"ENSG00000135469.14","ENSG00000135469.14",0.202258388763022,4.07637672890277,2.00124007972357,0.157902296720481,0.198697345460298
"ENSG00000251129.2","ENSG00000251129.2",0.524260519453475,2.32642334169353,1.99477406170939,0.158573926831244,0.199516343064212
"ENSG00000099783.12","ENSG00000099783.12",0.0805321142160698,6.07219833870734,1.98929859844956,0.159145217808249,0.200208896731647
"ENSG00000131374.14","ENSG00000131374.14",0.107003059881324,3.38767609163209,1.98780919034951,0.159301023835406,0.200378646333844
"ENSG00000198265.12","ENSG00000198265.12",-0.140978551044737,2.96638501548269,2.24192581094169,0.159466347642477,0.200560321939969
"ENSG00000182195.9","ENSG00000182195.9",0.428840693098292,2.38956057159893,1.98595893612851,0.15949482043026,0.200569855400903
"ENSG00000131263.13","ENSG00000131263.13",-0.166897198167493,3.05040445829995,3.89621487116792,0.159608256385115,0.200686216279909
"ENSG00000237541.4","ENSG00000237541.4",-0.374297978771735,4.54944739226742,1.98405006148322,0.159695039235926,0.200769038326989
"ENSG00000116752.6","ENSG00000116752.6",-0.0886282804591679,5.83196495610272,1.98374030210909,0.159727556469243,0.200783624735463
